"id","name","price","description","color","size","stock","promo","fidelityPoint","createAt","updateAt","id_category","id_user"
"1127","Sauce - Sesame Thai Dressing","8.94","Curabitur in libero ut massa volutpat convallis. M","Yellow","L","5","3985359318","26","2020-04-19 00:00:00","2021-01-17 00:00:00","125","26"
"1128","Chervil - Fresh","72.04","Maecenas leo odio, condimentum id, luctus nec, mol","Maroon","M","24","3579104136","8","2020-06-26 00:00:00","2021-11-27 00:00:00","50","28"
"1129","Soup - French Onion","41.09","Curabitur in libero ut massa volutpat convallis. M","Turquoise","XS","13","1039183662","22","2021-05-07 00:00:00","2022-01-02 00:00:00","26","79"
"1130","Cheese - Gouda","10.59","Nullam sit amet turpis elementum ligula vehicula c","Blue","3XL","93","9506065403","15","2021-12-06 00:00:00","2020-05-08 00:00:00","11","75"
"1131","Tea - Herbal - 6 Asst","9.82","Morbi non lectus. Aliquam sit amet diam in magna b","Blue","XL","37","6299824700","37","2020-11-30 00:00:00","2020-04-25 00:00:00","33","74"
"1132","Ocean Spray - Ruby Red","34.32","In congue. Etiam justo. Etiam pretium iaculis just","Maroon","XL","71","2105933696","34","2020-09-22 00:00:00","2021-07-16 00:00:00","129","88"
"1133","Wine - Red, Gamay Noir","71.63","Maecenas tristique, est et tempus semper, est quam","Yellow","S","94","0963673726","26","2020-11-25 00:00:00","2021-07-05 00:00:00","51","35"
"1134","Beer - Mcauslan Apricot","50.92","Duis aliquam convallis nunc. Proin at turpis a ped","Maroon","3XL","4","6905568112","14","2020-09-26 00:00:00","2021-07-19 00:00:00","133","6"
"1135","Kellogs All Bran Bars","91.28","Morbi non lectus. Aliquam sit amet diam in magna b","Turquoise","3XL","8","0349322872","14","2020-05-06 00:00:00","2021-01-21 00:00:00","5","60"
"1136","Nut - Hazelnut, Ground, Natural","32.79","Pellentesque at nulla. Suspendisse potenti. Cras i","Pink","M","16","5056583596","29","2020-08-29 00:00:00","2021-01-11 00:00:00","15","99"
"1137","Munchies Honey Sweet Trail Mix","83.69","In hac habitasse platea dictumst. Morbi vestibulum","Violet","XS","47","8713976001","15","2021-09-21 00:00:00","2021-11-15 00:00:00","16","12"
"1138","Cherries - Frozen","94.62","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Goldenrod","M","34","6431917162","39","2021-09-01 00:00:00","2020-08-01 00:00:00","136","43"
"1139","Lemon Tarts","61.54","Phasellus in felis. Donec semper sapien a libero. ","Indigo","XS","70","5110217246","21","2020-07-19 00:00:00","2021-04-16 00:00:00","124","80"
"1140","Tilapia - Fillets","91.70","Praesent id massa id nisl venenatis lacinia. Aenea","Crimson","XL","49","7455990596","7","2021-12-18 00:00:00","2021-06-12 00:00:00","50","41"
"1141","Juice - Tomato, 10 Oz","41.58","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Mauv","S","53","5931741496","20","2021-11-25 00:00:00","2021-08-19 00:00:00","52","29"
"1142","Broccoli - Fresh","34.16","Fusce posuere felis sed lacus. Morbi sem mauris, l","Khaki","2XL","51","8669550717","33","2021-08-07 00:00:00","2021-06-18 00:00:00","10","43"
"1143","Apple - Macintosh","3.56","Fusce posuere felis sed lacus. Morbi sem mauris, l","Green","XS","19","0095310363","23","2021-01-15 00:00:00","2020-09-04 00:00:00","45","3"
"1144","Hot Chocolate - Individual","73.62","In hac habitasse platea dictumst. Etiam faucibus c","Violet","XS","82","4452136591","49","2020-10-08 00:00:00","2021-11-27 00:00:00","2","61"
"1145","Napkin White - Starched","34.04","Fusce posuere felis sed lacus. Morbi sem mauris, l","Mauv","M","94","3712712871","30","2021-01-18 00:00:00","2021-04-16 00:00:00","147","97"
"1146","Cape Capensis - Fillet","74.72","Duis consequat dui nec nisi volutpat eleifend. Don","Red","S","3","1692618822","5","2020-10-09 00:00:00","2021-09-16 00:00:00","151","75"
"1147","Versatainer Nc - 8288","30.50","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Indigo","XS","91","0350260060","38","2021-07-02 00:00:00","2021-01-19 00:00:00","49","46"
"1148","Taro Leaves","74.52","Curabitur gravida nisi at nibh. In hac habitasse p","Mauv","2XL","12","1426081537","22","2021-03-15 00:00:00","2021-06-13 00:00:00","39","65"
"1149","Beef - Baby, Liver","33.27","Sed ante. Vivamus tortor. Duis mattis egestas metu","Turquoise","S","17","8340543954","8","2020-06-23 00:00:00","2020-10-12 00:00:00","3","7"
"1150","Wine - Chablis J Moreau Et Fils","77.53","Curabitur in libero ut massa volutpat convallis. M","Maroon","2XL","17","3142379061","42","2021-06-26 00:00:00","2020-11-11 00:00:00","142","63"
"1151","Sauce - Sesame Thai Dressing","79.89","In hac habitasse platea dictumst. Etiam faucibus c","Orange","XL","26","0843828625","29","2021-01-24 00:00:00","2021-01-29 00:00:00","154","1"
"1152","Wine - Sake","31.78","In congue. Etiam justo. Etiam pretium iaculis just","Aquamarine","XS","24","2101784742","14","2020-09-07 00:00:00","2020-09-06 00:00:00","2","87"
"1153","Beef Tenderloin Aaa","76.99","Duis aliquam convallis nunc. Proin at turpis a ped","Crimson","S","22","1190266148","6","2021-02-18 00:00:00","2021-09-21 00:00:00","7","51"
"1154","Wine - Port Late Bottled Vintage","31.37","Nulla ut erat id mauris vulputate elementum. Nulla","Crimson","3XL","70","4003200055","28","2020-02-23 00:00:00","2022-01-03 00:00:00","120","10"
"1155","Cream - 35%","46.88","Quisque id justo sit amet sapien dignissim vestibu","Teal","XL","28","2597810143","18","2021-04-07 00:00:00","2020-12-29 00:00:00","27","33"
"1156","Cucumber - Pickling Ontario","45.37","Vestibulum quam sapien, varius ut, blandit non, in","Pink","L","37","6238415053","44","2021-06-02 00:00:00","2021-11-22 00:00:00","15","35"
"1157","Buffalo - Striploin","35.06","Vestibulum ac est lacinia nisi venenatis tristique","Pink","3XL","62","5172333746","27","2021-11-09 00:00:00","2021-04-19 00:00:00","61","19"
"1158","Wine - Trimbach Pinot Blanc","85.99","Praesent id massa id nisl venenatis lacinia. Aenea","Pink","S","9","1366583280","37","2020-07-27 00:00:00","2020-09-03 00:00:00","15","30"
"1159","Pasta - Cannelloni, Sheets, Fresh","65.34","Suspendisse potenti. In eleifend quam a odio. In h","Pink","L","43","0005296021","15","2020-12-16 00:00:00","2021-05-04 00:00:00","140","69"
"1160","Quail - Jumbo Boneless","93.31","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Teal","2XL","91","8725390546","34","2020-12-27 00:00:00","2021-04-05 00:00:00","12","47"
"1161","Cabbage Roll","55.92","Lorem ipsum dolor sit amet, consectetuer adipiscin","Turquoise","XL","32","5901203690","6","2020-10-21 00:00:00","2020-05-17 00:00:00","137","89"
"1162","Lettuce - Sea / Sea Asparagus","82.98","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Violet","M","71","0897616790","38","2020-02-29 00:00:00","2021-12-02 00:00:00","4","72"
"1163","Orange - Blood","31.75","Vestibulum ac est lacinia nisi venenatis tristique","Indigo","L","95","6060137296","43","2020-09-19 00:00:00","2021-01-06 00:00:00","125","21"
"1164","Bread - Burger","3.06","Nullam porttitor lacus at turpis. Donec posuere me","Fuscia","XL","37","4203340357","24","2021-02-16 00:00:00","2020-10-21 00:00:00","153","1"
"1165","Turnip - Mini","36.56","Duis bibendum. Morbi non quam nec dui luctus rutru","Crimson","L","100","8814750432","21","2020-11-01 00:00:00","2022-01-02 00:00:00","2","17"
"1166","Olives - Morracan Dired","15.31","Duis bibendum. Morbi non quam nec dui luctus rutru","Fuscia","3XL","52","1431549142","39","2020-09-15 00:00:00","2020-05-14 00:00:00","138","68"
"1167","Nut - Pumpkin Seeds","38.68","Duis consequat dui nec nisi volutpat eleifend. Don","Purple","XL","49","2522309986","46","2020-08-14 00:00:00","2021-11-23 00:00:00","122","39"
"1168","Lobster - Base","29.08","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Puce","3XL","7","8773521647","44","2021-12-09 00:00:00","2020-06-22 00:00:00","141","47"
"1169","Wine - Marlbourough Sauv Blanc","31.35","Nam ultrices, libero non mattis pulvinar, nulla pe","Teal","XS","8","3367718130","48","2020-12-01 00:00:00","2021-10-11 00:00:00","120","65"
"1170","Appetizer - Asian Shrimp Roll","64.04","Curabitur gravida nisi at nibh. In hac habitasse p","Teal","3XL","90","1632965356","19","2020-04-30 00:00:00","2021-08-31 00:00:00","37","90"
"1171","Papadam","79.67","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Aquamarine","L","16","9019575465","18","2021-06-22 00:00:00","2021-03-27 00:00:00","145","48"
"1172","Soup - Campbells - Tomato","99.84","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Violet","XL","8","3767960559","14","2021-11-11 00:00:00","2021-09-18 00:00:00","123","88"
"1173","Propel Sport Drink","52.98","Morbi porttitor lorem id ligula. Suspendisse ornar","Mauv","XS","56","7968299705","28","2020-03-29 00:00:00","2021-05-02 00:00:00","122","13"
"1174","Crab - Imitation Flakes","52.25","Maecenas ut massa quis augue luctus tincidunt. Nul","Fuscia","2XL","67","0853991057","25","2021-10-05 00:00:00","2020-11-13 00:00:00","152","41"
"1175","Tea - Lemon Scented","74.70","Lorem ipsum dolor sit amet, consectetuer adipiscin","Purple","3XL","57","3371220303","7","2022-01-16 00:00:00","2020-03-24 00:00:00","44","53"
"1176","Crackers - Water","10.54","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Purple","L","44","1459038118","20","2021-02-17 00:00:00","2021-09-16 00:00:00","5","8"
"1177","Chocolate - Chips Compound","36.35","Nullam sit amet turpis elementum ligula vehicula c","Crimson","L","5","9628275976","45","2020-11-05 00:00:00","2021-01-28 00:00:00","42","18"
"1178","Beef Ground Medium","29.22","Sed sagittis. Nam congue, risus semper porta volut","Aquamarine","XS","36","2265488860","13","2020-09-07 00:00:00","2021-08-28 00:00:00","147","78"
"1179","Bacardi Breezer - Strawberry","91.54","Donec diam neque, vestibulum eget, vulputate ut, u","Green","3XL","57","4796094695","38","2021-08-27 00:00:00","2020-07-08 00:00:00","45","40"
"1180","Rhubarb","77.48","Praesent blandit. Nam nulla. Integer pede justo, l","Maroon","M","37","3210353565","20","2021-10-16 00:00:00","2021-09-12 00:00:00","143","31"
"1181","Steampan - Lid For Half Size","9.06","Nulla ut erat id mauris vulputate elementum. Nulla","Aquamarine","2XL","36","5537910683","27","2022-01-03 00:00:00","2021-06-28 00:00:00","36","44"
"1182","Edible Flower - Mixed","15.20","Duis consequat dui nec nisi volutpat eleifend. Don","Aquamarine","2XL","57","6846830340","46","2021-06-04 00:00:00","2020-04-28 00:00:00","128","57"
"1183","Longos - Cheese Tortellini","17.98","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Goldenrod","M","77","5717886683","15","2020-07-15 00:00:00","2020-09-18 00:00:00","147","22"
"1184","Broom - Corn","94.40","Fusce posuere felis sed lacus. Morbi sem mauris, l","Khaki","XL","62","8350626216","42","2020-01-25 00:00:00","2021-09-28 00:00:00","140","70"
"1185","Napkin - Beverage 1 Ply","55.95","In hac habitasse platea dictumst. Morbi vestibulum","Pink","2XL","100","3845894881","8","2021-05-06 00:00:00","2020-07-07 00:00:00","117","42"
"1186","Flower - Commercial Spider","57.82","Nullam porttitor lacus at turpis. Donec posuere me","Goldenrod","XS","92","2005852406","46","2020-08-02 00:00:00","2021-10-13 00:00:00","152","51"
"1187","Lemon Pepper","90.92","Proin interdum mauris non ligula pellentesque ultr","Turquoise","S","6","5845350697","15","2020-09-11 00:00:00","2021-12-28 00:00:00","132","61"
"1188","Bread - 10 Grain","36.33","Maecenas ut massa quis augue luctus tincidunt. Nul","Khaki","XS","83","4141218855","5","2020-05-14 00:00:00","2021-03-24 00:00:00","121","18"
"1189","Dehydrated Kelp Kombo","29.12","Duis aliquam convallis nunc. Proin at turpis a ped","Fuscia","M","79","3023014558","6","2020-06-17 00:00:00","2021-01-14 00:00:00","139","4"
"1190","Pepper - Red, Finger Hot","46.24","Aenean lectus. Pellentesque eget nunc. Donec quis ","Violet","M","53","7602546350","22","2020-01-24 00:00:00","2020-06-04 00:00:00","123","28"
"1191","Dill Weed - Fresh","75.97","Nullam porttitor lacus at turpis. Donec posuere me","Violet","2XL","3","5734302104","12","2020-10-04 00:00:00","2021-06-08 00:00:00","125","46"
"1192","Water - Green Tea Refresher","49.57","In hac habitasse platea dictumst. Morbi vestibulum","Turquoise","L","77","4600888634","31","2021-01-28 00:00:00","2021-05-12 00:00:00","121","1"
"1193","Container - Clear 32 Oz","43.05","Nam ultrices, libero non mattis pulvinar, nulla pe","Blue","M","3","5796850350","6","2020-03-21 00:00:00","2021-10-08 00:00:00","16","75"
"1194","Wine - White, French Cross","5.81","Nullam porttitor lacus at turpis. Donec posuere me","Red","XS","57","7887330394","32","2020-03-12 00:00:00","2022-01-09 00:00:00","11","68"
"1195","Mackerel Whole Fresh","57.67","Cras mi pede, malesuada in, imperdiet et, commodo ","Goldenrod","L","77","6270169070","35","2020-12-15 00:00:00","2020-06-03 00:00:00","132","93"
"1196","Mudslide","20.10","Vestibulum quam sapien, varius ut, blandit non, in","Orange","3XL","59","0571422241","40","2020-04-22 00:00:00","2020-12-11 00:00:00","61","62"
"1197","Yogurt - Assorted Pack","40.61","Duis aliquam convallis nunc. Proin at turpis a ped","Mauv","3XL","57","4222336130","10","2020-09-19 00:00:00","2020-06-27 00:00:00","137","65"
"1198","Quail - Whole, Bone - In","99.79","Sed ante. Vivamus tortor. Duis mattis egestas metu","Purple","M","94","3040184008","48","2020-08-06 00:00:00","2020-11-06 00:00:00","6","90"
"1199","Bread - Multigrain","7.43","Nam ultrices, libero non mattis pulvinar, nulla pe","Fuscia","3XL","39","1613523084","31","2021-01-03 00:00:00","2020-10-31 00:00:00","140","24"
"1200","Beer - Pilsner Urquell","6.14","Cum sociis natoque penatibus et magnis dis parturi","Aquamarine","2XL","88","6361632342","5","2020-04-23 00:00:00","2020-03-19 00:00:00","142","33"
"1201","Pork - European Side Bacon","97.83","Morbi porttitor lorem id ligula. Suspendisse ornar","Aquamarine","XL","21","4528876124","43","2020-01-30 00:00:00","2020-07-01 00:00:00","132","95"
"1202","Transfer Sheets","61.64","In hac habitasse platea dictumst. Etiam faucibus c","Orange","M","62","8413110726","40","2021-06-26 00:00:00","2021-08-24 00:00:00","42","8"
"1203","Sugar - Brown, Individual","101.17","In hac habitasse platea dictumst. Morbi vestibulum","Fuscia","M","47","8638701535","33","2021-12-06 00:00:00","2020-10-06 00:00:00","19","22"
"1204","Eggplant Italian","18.59","Cras mi pede, malesuada in, imperdiet et, commodo ","Purple","L","34","2386143120","27","2021-11-03 00:00:00","2020-05-06 00:00:00","141","48"
"1205","Star Anise, Whole","40.21","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Maroon","L","55","6716217304","40","2020-06-23 00:00:00","2020-11-16 00:00:00","2","64"
"1206","Carbonated Water - Orange","39.25","Sed ante. Vivamus tortor. Duis mattis egestas metu","Teal","XL","95","0954731301","34","2020-03-05 00:00:00","2020-03-25 00:00:00","29","91"
"1207","Dikon","70.72","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Purple","L","42","7739945714","9","2021-06-16 00:00:00","2021-02-12 00:00:00","53","9"
"1208","Pectin","33.10","In hac habitasse platea dictumst. Etiam faucibus c","Indigo","M","14","9590580823","36","2020-05-28 00:00:00","2020-10-19 00:00:00","139","27"
"1209","Salmon - Sockeye Raw","36.26","Suspendisse potenti. In eleifend quam a odio. In h","Indigo","XS","83","1340319195","26","2021-09-26 00:00:00","2021-05-07 00:00:00","136","11"
"1210","Bacardi Mojito","45.76","Lorem ipsum dolor sit amet, consectetuer adipiscin","Khaki","XS","20","7139820929","18","2020-02-20 00:00:00","2021-01-16 00:00:00","32","56"
"1211","Bread - Multigrain, Loaf","39.39","Duis bibendum, felis sed interdum venenatis, turpi","Mauv","3XL","5","1222469065","5","2021-05-11 00:00:00","2020-10-14 00:00:00","31","57"
"1212","Isomalt","64.05","Vestibulum ac est lacinia nisi venenatis tristique","Orange","XL","91","1045193283","19","2022-01-04 00:00:00","2020-07-18 00:00:00","117","57"
"1213","Island Oasis - Cappucino Mix","75.05","Morbi non lectus. Aliquam sit amet diam in magna b","Aquamarine","3XL","75","4990155386","44","2021-12-09 00:00:00","2020-05-25 00:00:00","6","36"
"1214","Pepper - Cayenne","29.24","Cras non velit nec nisi vulputate nonummy. Maecena","Turquoise","3XL","6","1244729787","39","2021-10-05 00:00:00","2020-07-24 00:00:00","122","70"
"1215","Cheese - Mix","99.80","Sed ante. Vivamus tortor. Duis mattis egestas metu","Mauv","XS","77","1068345845","42","2021-05-08 00:00:00","2020-05-23 00:00:00","145","29"
"1216","Wine - Chablis 2003 Champs","52.83","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Puce","M","16","9580409315","35","2021-09-13 00:00:00","2021-09-14 00:00:00","30","4"
"1217","Mop Head - Cotton, 24 Oz","58.38","Duis aliquam convallis nunc. Proin at turpis a ped","Khaki","3XL","93","5311819510","16","2021-09-08 00:00:00","2020-12-18 00:00:00","53","79"
"1218","Bar Bran Honey Nut","12.45","Cras non velit nec nisi vulputate nonummy. Maecena","Purple","2XL","57","5233013738","12","2021-10-31 00:00:00","2021-01-02 00:00:00","48","76"
"1219","Liqueur - Melon","50.46","Duis aliquam convallis nunc. Proin at turpis a ped","Crimson","L","66","8162753141","26","2020-10-20 00:00:00","2020-08-29 00:00:00","39","51"
"1220","Taro Leaves","21.75","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Khaki","3XL","91","6521753290","21","2020-02-02 00:00:00","2020-11-17 00:00:00","132","96"
"1221","Vinegar - Balsamic","101.50","Donec diam neque, vestibulum eget, vulputate ut, u","Crimson","2XL","99","1469454513","16","2021-02-02 00:00:00","2021-10-28 00:00:00","24","56"
"1222","Plasticknivesblack","68.63","Morbi non lectus. Aliquam sit amet diam in magna b","Maroon","XS","36","6111473719","32","2021-05-02 00:00:00","2020-06-22 00:00:00","56","46"
"1223","Wine - Peller Estates Late","66.77","Aliquam quis turpis eget elit sodales scelerisque.","Teal","3XL","45","4272903365","11","2021-08-08 00:00:00","2020-04-16 00:00:00","124","36"
"1224","Daves Island Stinger","19.13","Cras mi pede, malesuada in, imperdiet et, commodo ","Goldenrod","2XL","79","0422437328","44","2020-06-14 00:00:00","2020-07-07 00:00:00","39","42"
"1225","Sauce - Cranberry","50.99","Curabitur in libero ut massa volutpat convallis. M","Teal","XS","18","7017426630","17","2021-05-12 00:00:00","2022-01-12 00:00:00","51","60"
